Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
27,176.2,M,,,,,,30.4,63.5,M,,,,,,33.8,195.8,M,,,,,,38.5,103.3,L,,,,,,40.5,147.2,M,,,,,,71.6,90.5,M,,,,,,65.5,91.2,L,,,,,,132.3,207.3,S,,,,
27,194.5,M,,,,,,30.4,86.4,L,,,,,,33.8,202.6,M,,,,,,38.5,141.8,L,,,,,,40.5,187.7,L,,,,,,72.2,50.6,M,,,,,,65.5,172.9,L,,,,,,133.7,87.1,M,,,,
27,216.1,M,,,,,,30.4,92.5,M,,,,,,34.3,153.9,M,,,,,,38.5,150.6,M,,,,,,40.5,195.8,M,,,,,,72.2,101.3,M,,,,,,65.5,177.6,M,,,,,,133.7,94.5,L,,,,
27.2,136.3,M,,,,,,30.4,119.5,M,,,,,,34.4,72.2,M,,,,,,38.5,174.2,L,,,,,,40.5,199.2,L,,,,,,72.2,124.9,L,,,,,,66.2,12.8,L,,,,,,133.7,108.7,S,,,,
27.6,113.5,M,,,,,,30.4,133.7,L,,,,,,34.4,77,L,,,,,,38.5,198.5,NC,,,,,,41.2,19.6,L,,,,,,72.2,208.6,M,,,,,,66.2,116.8,M,,,,,,133.7,125.6,M,,,,
27.6,200.8,M,,,,,,30.4,184.3,M,,,,,,34.4,132.3,L,,,,,,38.5,217.4,M,,,,,,41.2,95.9,M,,,,,,72.9,56.7,L,,,,,,66.2,199.9,M,,,,,,134.4,4.1,M,,,,
27.7,29.7,M,,,,,,30.4,188.4,M,,,,,,34.4,147.2,M,,,,,,38.5,225.5,S,,,,,,41.2,104.7,S,,,,,,72.9,131.7,M,,,,,,66.2,260.6,M,,,,,,134.4,164.1,S,,,,
27.7,70.9,M,,,,,,30.4,207.3,M,,,,,,34.4,170.1,L,,,,,,39.2,59.4,M,,,,,,41.2,191.8,M,,,,,,72.9,149.9,L,,,,,,66.2,291.7,M,,,,,,134.4,217.4,L,,,,
27.7,83.7,L,,,,,,30.5,82.8,M,,,,,,34.4,174.9,M,,,,,,39.2,93.2,M,,,,,,41.2,230.9,M,,,,,,72.9,203.9,L,,,,,,66.8,132.3,M,,,,,,134.4,234.3,M,,,,
27.7,95.9,M,,,,,,30.5,99.1,L,,,,,,35,79.9,M,,,,,,39.2,109.4,M,,,,,,41.9,6.8,L,,,,,,73.6,29.7,M,,,,,,67.5,153.9,M,,,,,,134.4,266,M,,,,
27.7,124.9,M,,,,,,30.7,126,M,,,,,,35.1,14.2,M,,,,,,39.2,137.7,L,,,,,,41.9,37.8,M,,,,,,73.6,35.1,M,,,,,,67.5,159.3,S,,,,,,134.4,284.3,M,,,,
27.7,128.3,M,,,,,,30.7,164.2,M,,,,,,35.1,95.2,M,,,,,,39.2,177.6,L,,,,,,41.9,66.8,M,,,,,,74.3,9.5,L,,,,,,67.5,163.4,L,,,,,,135.7,257.9,L,,,,
27.7,147.9,M,,,,,,31,147.4,L,,,,,,35.1,98.6,L,,,,,,39.2,232.9,L,,,,,,41.9,79,L,,,,,,74.3,20.3,M,,,,,,67.5,244.4,M,,,,,,135.7,293.7,L,,,,
27.7,164.7,M,,,,,,31.1,40.3,M,,,,,,35.1,118.8,M,,,,,,39.8,7.4,M,,,,,,41.9,86.4,L,,,,,,74.3,109.4,L,,,,,,68.2,65.5,M,,,,,,137.7,23.6,L,,,,
27.7,197.7,M,,,,,,31.1,53.3,M,,,,,,35.1,140.4,L,,,,,,39.8,14.9,M,,,,,,41.9,117.5,L,,,,,,74.3,192.4,M,,,,,,68.2,85.1,M,,,,,,137.7,146.5,M,,,,
27.7,210,M,,,,,,31.1,77.6,L,,,,,,35.1,166.1,L,,,,,,39.8,43.9,L,,,,,,41.9,129,M,,,,,,74.9,85.8,S,,,,,,68.2,106,L,,,,,,138.4,276.2,M,,,,
27.7,232.9,M,,,,,,31.1,137.7,M,,,,,,35.1,230.9,M,,,,,,39.8,48.6,M,,,,,,41.9,170.1,L,,,,,,74.9,141.1,M,,,,,,68.2,112.1,L,,,,,,139.1,12.2,M,,,,
28.2,35.8,M,,,,,,31.1,170.1,M,,,,,,35.1,235,M,,,,,,39.8,96.6,L,,,,,,41.9,176.9,L,,,,,,74.9,166.8,L,,,,,,68.2,205.9,M,,,,,,139.1,169.5,L,,,,
28.4,11.5,L,,,,,,31.1,211.3,L,,,,,,35.4,122.2,M,,,,,,39.8,122.9,L,,,,,,42,34,M,,,,,,74.9,187.7,M,,,,,,68.2,222.1,NC,,,,,,139.8,47.3,M,,,,
28.4,23.6,M,,,,,,31.1,215.4,M,,,,,,35.8,38.5,L,,,,,,39.8,133,L,,,,,,42.5,27.7,M,,,,,,74.9,197.8,M,,,,,,68.9,70.9,M,,,,,,139.8,82.4,S,,,,
28.4,56,M,,,,,,31.1,222.8,M,,,,,,35.8,52.7,L,,,,,,39.8,161.4,M,,,,,,42.5,112.8,M,,,,,,75.6,47.9,L,,,,,,68.9,97.9,M,,,,,,139.8,104,L,,,,
28.4,62.1,L,,,,,,31.7,5.4,M,,,,,,35.8,68.9,L,,,,,,39.8,170.8,M,,,,,,42.5,134.4,L,,,,,,75.6,60.1,L,,,,,,68.9,137.1,L,,,,,,139.8,138.4,S,,,,
28.4,89.8,M,,,,,,31.7,23,M,,,,,,35.8,91.2,M,,,,,,39.8,183.7,M,,,,,,42.5,166.8,M,,,,,,75.6,78.3,L,,,,,,68.9,141.8,M,,,,,,139.8,176.2,M,,,,
28.4,139.1,M,,,,,,31.7,27,S,,,,,,35.8,109.4,M,,,,,,39.8,203.2,M,,,,,,42.5,181,L,,,,,,75.6,119.5,L,,,,,,68.9,187.7,L,,,,,,139.8,185.7,M,,,,
28.4,150.6,M,,,,,,31.7,43.9,L,,,,,,35.8,185.7,M,,,,,,40.5,70.2,M,,,,,,43.2,2.7,M,,,,,,75.6,161.4,M,,,,,,68.9,266.7,M,,,,,,139.8,195.1,M,,,,
28.4,156.6,L,,,,,,31.7,59.4,L,,,,,,35.8,190.4,M,,,,,,40.5,118.8,L,,,,,,43.2,45.2,M,,,,,,75.6,174.2,M,,,,,,68.9,283.6,M,,,,,,139.8,211.3,S,,,,
28.4,159.3,M,,,,,,31.7,73.6,L,,,,,,35.8,199.2,M,,,,,,40.5,157.3,M,,,,,,43.2,74.9,M,,,,,,75.6,213.4,L,,,,,,69.5,2.7,L,,,,,,140.4,74.3,L,,,,
28.4,179.6,M,,,,,,31.7,102.6,L,,,,,,35.8,206.6,M,,,,,,40.5,188.4,L,,,,,,43.2,149.9,S,,,,,,76.3,15.5,M,,,,,,69.5,35.8,L,,,,,,141.1,56.7,M,,,,
28.4,223.5,L,,,,,,31.7,108.7,L,,,,,,35.8,210.7,M,,,,,,41.2,39.8,M,,,,,,43.2,185.7,M,,,,,,76.3,39.8,L,,,,,,69.5,52.7,M,,,,,,141.1,230.2,L,,,,
28.4,235.6,M,,,,,,31.7,161.4,L,,,,,,35.8,222.8,M,,,,,,41.2,81,L,,,,,,43.2,203.2,M,,,,,,76.3,95.2,L,,,,,,69.5,58.7,M,,,,,,141.1,248.5,M,,,,
28.6,101.9,L,,,,,,32.2,114.2,M,,,,,,35.8,226.9,M,,,,,,41.2,88.5,L,,,,,,43.2,208,M,,,,,,76.3,220.1,M,,,,,,69.5,122.9,M,,,,,,141.8,35.1,M,,,,
28.6,120.8,M,,,,,,32.4,15.5,L,,,,,,36.5,19.6,L,,,,,,41.2,99.9,L,,,,,,43.2,221.5,L,,,,,,77,53.3,M,,,,,,69.5,168.8,M,,,,,,141.8,222.1,L,,,,
28.6,173.9,M,,,,,,32.4,18.9,L,,,,,,36.5,26.3,M,,,,,,41.2,116.1,L,,,,,,43.2,225.5,M,,,,,,77,65.5,L,,,,,,69.5,295.7,M,,,,,,141.8,239.7,S,,,,
29,14.9,L,,,,,,32.4,31.1,L,,,,,,36.5,56.7,L,,,,,,41.2,152.6,M,,,,,,43.9,12.8,M,,,,,,77,73.6,M,,,,,,70.2,289,M,,,,,,143.8,63.5,M,,,,
29,65.5,M,,,,,,32.4,34.4,M,,,,,,36.5,62.1,S,,,,,,41.2,192.4,M,,,,,,43.9,41.2,M,,,,,,77,105.3,M,,,,,,70.2,301.1,M,,,,,,143.8,122.9,L,,,,
29,78.3,M,,,,,,32.4,56.7,L,,,,,,36.5,87.1,M,,,,,,41.2,211.3,M,,,,,,43.9,62.1,M,,,,,,77,115.5,L,,,,,,70.9,29.7,M,,,,,,143.8,145.2,M,,,,
29,118.8,L,,,,,,32.4,122.9,M,,,,,,36.5,125.6,L,,,,,,41.5,73.8,S,,,,,,43.9,158,M,,,,,,77,128.3,M,,,,,,70.9,228.2,M,,,,,,143.8,289.7,S,,,,
29,141.8,M,,,,,,32.4,128.3,L,,,,,,36.5,143.8,M,,,,,,41.9,64.8,L,,,,,,43.9,211.3,M,,,,,,77,136.4,M,,,,,,70.9,235.6,M,,,,,,144.5,29,M,,,,
29,186.4,M,,,,,,32.4,141.1,L,,,,,,36.5,150.6,M,,,,,,41.9,106,M,,,,,,44.6,52.7,L,,,,,,77,155.3,M,,,,,,70.9,277.5,M,,,,,,144.5,94.5,L,,,,
29.7,18.2,M,,,,,,32.4,150.6,M,,,,,,36.5,157.3,M,,,,,,41.9,129.6,L,,,,,,44.6,57.4,M,,,,,,77.6,26.3,M,,,,,,71.6,23.6,M,,,,,,144.5,131,M,,,,
29.7,32.3,L,,,,,,32.4,195.1,L,,,,,,36.5,162,M,,,,,,41.9,144.5,L,,,,,,44.6,90.5,M,,,,,,77.6,144.5,M,,,,,,71.6,42.5,M,,,,,,144.5,160.7,M,,,,
29.7,41.2,M,,,,,,32.4,201.2,S,,,,,,36.5,178.9,M,,,,,,41.9,147.9,L,,,,,,44.6,102,M,,,,,,77.6,181.6,S,,,,,,71.6,47.9,M,,,,,,145.2,255.2,S,,,,
29.7,74.3,L,,,,,,32.4,226.9,L,,,,,,36.5,214.7,S,,,,,,42.5,3.4,M,,,,,,44.6,120.9,M,,,,,,78.3,4.1,M,,,,,,71.6,174.9,L,,,,,,145.2,263.3,M,,,,
29.7,81.1,L,,,,,,32.9,80.7,M,,,,,,36.5,218.8,M,,,,,,42.5,23.6,L,,,,,,44.6,124.2,M,,,,,,79,81,M,,,,,,71.6,181,M,,,,,,145.2,270.1,M,,,,
29.7,86.4,M,,,,,,32.9,89.6,M,,,,,,37.1,8.8,M,,,,,,42.5,35.1,M,,,,,,44.6,145.2,M,,,,,,79,170.1,L,,,,,,71.6,240.4,L,,,,,,145.8,6.8,M,,,,
29.7,92.5,L,,,,,,33.1,12.2,M,,,,,,37.1,23.6,L,,,,,,42.5,52,L,,,,,,44.6,154.6,L,,,,,,79.7,8.1,M,,,,,,71.6,249.1,L,,,,,,145.8,282.2,M,,,,
29.7,98.6,L,,,,,,33.1,65.5,L,,,,,,37.1,106,L,,,,,,42.5,56,L,,,,,,44.6,172.9,L,,,,,,79.7,69.5,M,,,,,,72.2,9.5,L,,,,,,145.8,298.4,M,,,,
29.7,108,M,,,,,,33.1,68.2,M,,,,,,37.1,115.5,M,,,,,,42.5,163.4,M,,,,,,44.6,217.4,M,,,,,,79.7,201.2,L,,,,,,72.2,17.6,S,,,,,,146.5,110.1,L,,,,
29.7,115.5,M,,,,,,33.1,116.8,M,,,,,,37.1,136.4,M,,,,,,42.5,167.4,M,,,,,,44.6,235.6,M,,,,,,80.3,33.8,M,,,,,,72.2,75.6,M,,,,,,146.5,206.6,NC,,,,
29.7,130.6,M,,,,,,33.1,131,M,,,,,,37.4,193.3,M,,,,,,42.5,181,M,,,,,,45.2,20.9,L,,,,,,80.3,89.1,M,,,,,,72.2,149.9,L,,,,,,147.2,189.1,S,,,,
29.7,133.7,M,,,,,,33.1,153.9,L,,,,,,37.7,32,M,,,,,,42.5,195.8,L,,,,,,45.2,70.9,L,,,,,,80.3,101.3,L,,,,,,72.2,197.8,L,,,,,,147.9,20.3,M,,,,
29.7,153.3,S,,,,,,33.1,157.3,L,,,,,,37.8,3.4,M,,,,,,42.5,206.6,M,,,,,,45.2,82.4,M,,,,,,80.3,178.9,M,,,,,,72.2,256.6,L,,,,,,147.9,86.4,M,,,,
29.7,167.4,M,,,,,,33.1,167.4,M,,,,,,37.8,43.2,M,,,,,,42.5,218.8,M,,,,,,45.2,97.9,M,,,,,,80.3,205.3,S,,,,,,72.9,103.3,M,,,,,,147.9,215.4,L,,,,
29.7,195.1,M,,,,,,33.1,173.5,L,,,,,,37.8,65.5,L,,,,,,42.5,222.8,L,,,,,,45.2,141.8,M,,,,,,81,12.2,L,,,,,,72.9,129,L,,,,,,148.5,151.9,L,,,,
29.7,203.9,M,,,,,,33.1,179.6,L,,,,,,37.8,83.7,M,,,,,,42.5,227.5,M,,,,,,45.2,197.8,L,,,,,,81,20.9,M,,,,,,72.9,192.4,M,,,,,,148.5,166.8,L,,,,
29.7,207.2,M,,,,,,33.1,198.5,M,,,,,,37.8,102,M,,,,,,42.6,215,M,,,,,,45.2,232.9,L,,,,,,81,43.9,M,,,,,,72.9,205.3,L,,,,,,148.5,196.5,L,,,,
29.7,213.4,S,,,,,,33.1,234.3,M,,,,,,37.8,130.3,M,,,,,,43.2,27,M,,,,,,45.7,108.8,M,,,,,,81,112.1,L,,,,,,72.9,218.8,S,,,,,,149.2,70.2,L,,,,
29.7,218.8,L,,,,,,33.8,38.5,L,,,,,,38.5,47.3,M,,,,,,43.2,31.1,M,,,,,,45.9,16.9,M,,,,,,81,132.3,M,,,,,,73.6,80.3,M,,,,,,149.9,176.9,M,,,,
29.9,58.9,M,,,,,,33.8,47.3,M,,,,,,38.5,74.9,M,,,,,,43.2,140.4,L,,,,,,45.9,31.7,L,,,,,,81,148.5,M,,,,,,73.6,90.5,M,,,,,,150.6,43.2,L,,,,
30.4,2,M,,,,,,33.8,95.9,M,,,,,,38.5,79,L,,,,,,43.2,199.2,M,,,,,,45.9,48.6,M,,,,,,81,210.7,L,,,,,,73.6,272.8,M,,,,,,150.6,52,L,,,,
30.4,5.4,M,,,,,,33.8,105.3,S,,,,,,38.5,112.1,L,,,,,,43.2,235,M,,,,,,45.9,94.5,M,,,,,,81,219.4,M,,,,,,74.3,64.8,M,,,,,,150.6,145.2,M,,,,
30.4,43.9,L,,,,,,33.8,144.5,L,,,,,,38.5,168.8,M,,,,,,43.4,170.4,M,,,,,,45.9,163.4,S,,,,,,81.7,48.6,L,,,,,,74.3,95.9,M,,,,,,150.6,234.3,L,,,,
30.4,47.3,L,,,,,,33.8,183,M,,,,,,38.5,183,NC,,,,,,43.9,18.9,S,,,,,,45.9,170.1,L,,,,,,81.7,56.7,L,,,,,,74.3,110.1,M,,,,,,151.2,77.6,L,,,,
30.4,50.6,L,,,,,,33.8,204.6,M,,,,,,39.2,16.9,M,,,,,,43.9,46.6,L,,,,,,45.9,189.7,L,,,,,,81.7,124.9,S,,,,,,74.3,286.3,L,,,,,,151.2,226.9,M,,,,
30.4,68.2,M,,,,,,34.4,8.8,M,,,,,,39.2,36.5,M,,,,,,43.9,77.6,L,,,,,,45.9,193.8,M,,,,,,81.7,159.3,M,,,,,,74.9,160,M,,,,,,151.9,122.9,M,,,,
30.4,104.7,L,,,,,,34.4,50.6,L,,,,,,39.2,71.6,L,,,,,,43.9,112.1,M,,,,,,45.9,228.9,M,,,,,,81.7,163.4,M,,,,,,74.9,171.5,S,,,,,,151.9,247.1,M,,,,
30.4,112.1,M,,,,,,34.4,84.4,M,,,,,,39.2,119.5,M,,,,,,43.9,126.3,M,,,,,,46.5,179.5,M,,,,,,81.7,192.4,L,,,,,,74.9,262,M,,,,,,152.6,28.4,L,,,,
30.4,137.1,M,,,,,,34.4,87.1,M,,,,,,39.2,140.4,L,,,,,,43.9,133.7,M,,,,,,46.6,4.7,L,,,,,,82.4,61.4,L,,,,,,75.6,56.7,M,,,,,,152.6,60.8,M,,,,
30.4,145.2,S,,,,,,34.4,99.3,L,,,,,,39.2,147.2,M,,,,,,43.9,159.3,M,,,,,,46.6,9.5,M,,,,,,82.4,119.5,L,,,,,,75.6,114.8,M,,,,,,152.6,99.3,L,,,,
30.4,170.8,M,,,,,,34.4,135,L,,,,,,39.2,153.9,M,,,,,,43.9,185,M,,,,,,46.6,35.8,M,,,,,,83,37.8,L,,,,,,75.6,119.5,M,,,,,,152.6,207.3,M,,,,
30.4,191.1,L,,,,,,34.4,147.9,M,,,,,,39.2,164.1,M,,,,,,43.9,231.6,M,,,,,,46.6,104.7,M,,,,,,83,77,L,,,,,,75.6,155.3,M,,,,,,153.3,184.3,L,,,,
30.4,228.9,M,,,,,,34.4,176.9,L,,,,,,39.2,172.2,L,,,,,,44.6,10.1,M,,,,,,46.6,116.1,L,,,,,,83,84.4,L,,,,,,75.6,252.5,M,,,,,,153.3,276.2,L,,,,
30.5,26.6,M,,,,,,34.4,185.7,L,,,,,,39.2,197.2,L,,,,,,44.6,60.1,M,,,,,,46.6,133,L,,,,,,83,95.2,L,,,,,,76.3,4.7,M,,,,,,153.9,116.1,L,,,,
31,20.4,M,,,,,,34.4,189.7,M,,,,,,39.2,232.9,NC,,,,,,44.6,84.4,L,,,,,,46.6,137.1,L,,,,,,83,107.4,M,,,,,,76.3,71.6,M,,,,,,153.9,160,L,,,,
31,70.9,M,,,,,,34.4,220.1,S,,,,,,39.3,133.1,M,,,,,,44.6,93.9,L,,,,,,46.6,176.9,M,,,,,,83,141.8,M,,,,,,76.3,85.1,M,,,,,,153.9,255.2,NC,,,,
31.1,53.3,L,,,,,,34.4,230.2,M,,,,,,39.8,12.2,S,,,,,,44.6,101.3,L,,,,,,46.6,182.3,L,,,,,,83.7,72.2,L,,,,,,76.3,133,M,,,,,,153.9,262,M,,,,
31.1,123.6,M,,,,,,35,120.6,M,,,,,,39.8,39.2,M,,,,,,44.6,121.5,M,,,,,,47.3,25.7,M,,,,,,83.7,153.3,M,,,,,,76.3,185,L,,,,,,154.6,107.4,L,,,,
31.1,162,M,,,,,,35.1,41.9,L,,,,,,39.8,95.9,L,,,,,,44.6,137.7,M,,,,,,47.3,79,L,,,,,,83.7,173.5,L,,,,,,77,33.1,M,,,,,,155.3,11.5,M,,,,
31.1,183,M,,,,,,35.1,62.1,S,,,,,,39.8,99.3,M,,,,,,44.6,176.9,M,,,,,,47.3,112.1,L,,,,,,84.4,2,M,,,,,,77,39.8,M,,,,,,155.3,239.7,S,,,,
31.1,200.2,M,,,,,,35.1,71.6,M,,,,,,39.8,122.9,M,,,,,,45.2,42.5,L,,,,,,47.3,129,M,,,,,,84.4,17.6,L,,,,,,77,45.2,L,,,,,,155.3,293,M,,,,
31.4,165,M,,,,,,35.1,74.9,M,,,,,,39.8,175.6,L,,,,,,45.2,71.6,M,,,,,,47.3,201.2,L,,,,,,84.4,30.4,M,,,,,,77,52,L,,,,,,156.6,200.5,M,,,,
31.6,38.1,L,,,,,,35.1,91.8,M,,,,,,39.8,201.2,M,,,,,,45.2,97.9,L,,,,,,47.3,205.9,L,,,,,,84.4,65.5,L,,,,,,77,165.4,M,,,,,,156.6,222.8,S,,,,
31.6,62.5,M,,,,,,35.1,126.9,M,,,,,,39.8,208.6,M,,,,,,45.2,108,M,,,,,,47.3,214,L,,,,,,84.4,137.7,L,,,,,,77,176.9,M,,,,,,156.6,284.3,M,,,,
31.7,9.5,M,,,,,,35.1,138.4,M,,,,,,39.8,214.7,L,,,,,,45.2,116.8,M,,,,,,47.3,224.2,L,,,,,,84.4,183.7,L,,,,,,77,189.7,M,,,,,,157.3,36.5,L,,,,
31.7,12.2,M,,,,,,35.1,164.1,L,,,,,,39.8,226.2,L,,,,,,45.2,155.3,M,,,,,,47.9,44.6,M,,,,,,84.4,215.4,M,,,,,,77,224.2,M,,,,,,157.3,93.9,L,,,,
31.7,35.1,L,,,,,,35.1,193.1,M,,,,,,39.8,228.9,M,,,,,,45.2,202.6,L,,,,,,47.9,66.8,S,,,,,,85.1,25,L,,,,,,77,243.1,M,,,,,,157.3,130.3,M,,,,
31.7,117.5,M,,,,,,35.1,208.6,M,,,,,,40.3,108.5,M,,,,,,45.9,64.1,L,,,,,,47.9,87.1,L,,,,,,85.1,53.3,L,,,,,,77,266.7,L,,,,,,158,23.6,S,,,,
31.7,120.9,L,,,,,,35.8,4.7,L,,,,,,40.3,161,M,,,,,,45.9,67.5,L,,,,,,47.9,147.9,M,,,,,,85.1,101.3,M,,,,,,77.6,15.5,M,,,,,,158,122.2,L,,,,
31.7,125.6,M,,,,,,35.8,54,L,,,,,,40.3,212.4,M,,,,,,45.9,87.6,L,,,,,,47.9,151.2,M,,,,,,85.8,89.8,M,,,,,,77.6,143.8,L,,,,,,158,144.5,S,,,,
31.7,128.2,L,,,,,,35.8,110.1,M,,,,,,40.5,53.3,S,,,,,,45.9,91.2,L,,,,,,47.9,166.1,M,,,,,,85.8,116.1,M,,,,,,77.6,230.2,M,,,,,,158.7,71.6,M,,,,
31.7,139.8,M,,,,,,35.8,159.3,M,,,,,,40.5,60.1,M,,,,,,45.9,213.4,M,,,,,,47.9,186.4,M,,,,,,85.8,145.8,M,,,,,,77.6,305.2,L,,,,,,159.3,166.1,L,,,,
31.7,148.5,M,,,,,,35.8,170.8,L,,,,,,40.5,88.5,NC,,,,,,46.6,6.1,M,,,,,,48.6,40.5,L,,,,,,85.8,168.1,L,,,,,,78.3,137.7,M,,,,,,159.3,267.4,NC,,,,
31.7,158,M,,,,,,35.8,212,M,,,,,,40.5,92.5,M,,,,,,46.6,14.2,M,,,,,,48.6,60.8,M,,,,,,86.4,7.4,S,,,,,,78.3,148.5,L,,,,,,160,50,L,,,,
31.7,188.4,M,,,,,,35.8,225.1,M,,,,,,40.5,125.6,M,,,,,,46.6,38.5,M,,,,,,48.6,74.3,M,,,,,,86.4,128.3,L,,,,,,78.3,207.3,L,,,,,,160,152.6,M,,,,
31.7,210,NC,,,,,,35.9,58.2,M,,,,,,40.5,186.4,M,,,,,,46.6,50,M,,,,,,48.6,118.8,M,,,,,,86.4,197.2,L,,,,,,78.3,277.5,M,,,,,,160,216.1,M,,,,
31.7,233.6,L,,,,,,36.4,129.5,M,,,,,,40.5,190.4,M,,,,,,46.6,81.7,M,,,,,,48.6,143.8,M,,,,,,87.1,43.9,M,,,,,,78.3,294.4,S,,,,,,160,234.3,M,,,,
32,95.5,M,,,,,,36.5,14.2,M,,,,,,40.5,221.5,M,,,,,,46.6,145.8,M,,,,,,48.6,210.7,M,,,,,,87.1,110.7,L,,,,,,78.3,299.1,L,,,,,,160.7,190.4,M,,,,
32.1,106.4,M,,,,,,36.5,21.6,M,,,,,,40.8,28.1,M,,,,,,46.6,170.8,S,,,,,,48.6,235,M,,,,,,87.8,58.1,L,,,,,,79,21.6,L,,,,,,161.4,59.4,S,,,,
32.2,215.4,S,,,,,,36.5,25,M,,,,,,41.2,25,M,,,,,,46.6,216.7,NC,,,,,,49.3,54.7,M,,,,,,87.8,133.7,L,,,,,,79,27.7,L,,,,,,161.4,79.7,M,,,,
32.4,16.9,L,,,,,,36.5,29,L,,,,,,41.2,105.3,M,,,,,,46.6,224.2,M,,,,,,49.3,125.6,L,,,,,,87.8,149.9,L,,,,,,79,76.3,M,,,,,,161.4,174.9,L,,,,
32.4,23.1,M,,,,,,36.5,31.7,M,,,,,,41.2,116.1,M,,,,,,46.9,150.4,M,,,,,,49.3,159.3,M,,,,,,87.8,157.3,S,,,,,,79,124.2,M,,,,,,162,137.7,M,,,,
32.4,29.7,M,,,,,,36.5,78.3,M,,,,,,41.2,137.1,L,,,,,,47.3,22.3,M,,,,,,49.3,172.9,L,,,,,,87.8,164.1,M,,,,,,79,214.7,M,,,,,,162.7,110.7,M,,,,
32.4,56.7,M,,,,,,36.5,103.3,M,,,,,,41.2,143.8,L,,,,,,47.3,56.7,L,,,,,,49.3,179.6,L,,,,,,87.8,202.6,L,,,,,,79.7,8.8,L,,,,,,162.7,295.7,S,,,,
32.4,64.1,M,,,,,,36.5,114.1,M,,,,,,41.2,157.3,M,,,,,,47.3,104.7,S,,,,,,49.3,220.8,M,,,,,,87.8,207.3,L,,,,,,79.7,99.9,L,,,,,,163.4,17.6,L,,,,
32.4,76.3,L,,,,,,36.5,117.5,L,,,,,,41.2,179.6,M,,,,,,47.3,162,L,,,,,,50,13.5,M,,,,,,88.5,15.5,L,,,,,,79.7,195.8,M,,,,,,163.4,182.3,M,,,,
32.4,83.7,L,,,,,,36.5,123.6,M,,,,,,41.2,203.9,M,,,,,,47.3,165.4,M,,,,,,50,21.6,S,,,,,,88.5,81,M,,,,,,79.7,200.5,L,,,,,,163.4,249.1,NC,,,,
32.4,101.3,L,,,,,,36.5,156,M,,,,,,41.9,68.2,M,,,,,,47.3,182.3,M,,,,,,50,29,M,,,,,,88.5,121.5,L,,,,,,79.7,234.3,L,,,,,,164.1,100.6,L,,,,
32.4,197.8,M,,,,,,36.5,197.2,M,,,,,,41.9,82.4,L,,,,,,47.3,193.1,M,,,,,,50,33.8,M,,,,,,88.5,178.9,L,,,,,,80.3,92.5,L,,,,,,164.1,207.3,L,,,,
32.4,225.5,S,,,,,,36.5,216.1,M,,,,,,41.9,150.6,L,,,,,,47.3,197.2,M,,,,,,50,97.9,M,,,,,,89.1,11.5,L,,,,,,80.3,105.3,M,,,,,,164.1,258.6,M,,,,
32.5,90.3,M,,,,,,36.8,141.9,M,,,,,,41.9,170.1,M,,,,,,47.3,232.9,M,,,,,,50,102.6,M,,,,,,89.1,21.6,L,,,,,,81,179.6,L,,,,,,164.1,280.2,M,,,,
32.9,185.3,L,,,,,,37.1,17.6,M,,,,,,41.9,194.5,M,,,,,,47.4,220.1,M,,,,,,50,122.2,L,,,,,,89.1,29,M,,,,,,81.7,36.5,M,,,,,,164.7,226.2,M,,,,
33,168.2,M,,,,,,37.1,47.3,M,,,,,,42.5,6.8,M,,,,,,47.8,142.8,L,,,,,,50,156,M,,,,,,89.1,39.2,M,,,,,,81.7,61.4,M,,,,,,165.4,10.8,M,,,,
33,173.5,L,,,,,,37.1,65.5,NC,,,,,,42.5,20.9,S,,,,,,47.9,26.3,L,,,,,,50,231.6,M,,,,,,89.1,67.5,L,,,,,,81.7,87.1,M,,,,,,165.4,88.5,L,,,,
33.1,114.1,M,,,,,,37.1,132.3,M,,,,,,42.5,32.4,L,,,,,,47.9,30.4,M,,,,,,50.6,7.4,L,,,,,,89.1,104.7,M,,,,,,81.7,110.1,M,,,,,,166.1,25.7,L,,,,
33.1,131,L,,,,,,37.1,151.9,L,,,,,,42.5,43.2,L,,,,,,47.9,34.4,L,,,,,,50.6,84.4,M,,,,,,89.1,188.4,M,,,,,,81.7,151.9,M,,,,,,166.1,67.5,L,,,,
33.1,143.1,L,,,,,,37.1,226.2,M,,,,,,42.5,63.5,L,,,,,,47.9,45.9,L,,,,,,50.6,91.2,M,,,,,,89.8,33.8,M,,,,,,81.7,174.9,M,,,,,,166.1,287.6,M,,,,
